category,theoryTitle,theoryContent,theoryStructure,theoryHint,questionType,questionText,optionA,optionB,optionC,optionD,correctAnswer
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,We ______ in the river last Sunday.,swim,swam,swims,swimming,swam
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,The bird ______ away when I approached.,fly,flew,flies,flying,flew
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,I ______ to bring my umbrella yesterday.,forget,forgot,forgets,forgetting,forgot
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,He ______ me a nice present for my birthday.,give,gave,gives,giving,gave
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,They ______ to catch the bus this morning.,run,ran,runs,running,ran
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,She ______ beautifully at the concert last night.,sing,sang,sings,singing,sang
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,I ______ TV at 8 PM yesterday.,was watching,were watching,watched,watch,was watching
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,She ______ when the phone rang.,was sleeping,sleeps,slept,is sleeping,was sleeping
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,They ______ football at 4 PM last Sunday.,were playing,was playing,played,play,were playing
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,While I , my brother was playing games.,was studying,studied,am studying,study,was studying
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,He ______ dinner when I arrived.,was having,were having,had,has,was having
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,We ______ to music at that time.,were listening,was listening,listened,listen,were listening
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,What ______ you doing at 9 PM last night?,were,was,did,do,were
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,The sun ______ when we went out.,was shining,is shining,shone,shines,was shining
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,I ______ a book when she came in.,was reading,read,am reading,reads,was reading
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,They ______ about the new project when the boss entered.,were talking,was talking,talked,talk,were talking
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,It ______ heavily when I woke up.,was raining,is raining,rained,rains,was raining
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,While we ______ in the park, it started to rain.,were walking,was walking,walked,walk,were walking
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,She ______ English at 7 AM yesterday.,was learning,were learning,learned,learns,was learning
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,My mother ______ dinner while my father was reading the newspaper.,was cooking,cooked,is cooking,cooks,was cooking
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ, he working at 10 PM last night?,Was,Were,Did,Do,Was
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,The kids ______ in the garden when it started to snow.,were playing,was playing,played,play,were playing
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,I ______ for the bus when I saw the accident.,was waiting,waited,am waiting,wait,was waiting
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,She ______ a shower when the lights went out.,was taking,took,is taking,takes,was taking
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,They ______ dinner when someone knocked on the door.,were having,had,are having,have,were having
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,While I was driving, I ______ to the radio.,was listening,listened,listen,am listening,was listening
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,At 8 o'clock yesterday morning, we ______ breakfast.,were eating,was eating,ate,eat,were eating
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,He ______ his homework when his friend called.,was doing,did,is doing,does,was doing
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,The dogs ______ all night long.,were barking,was barking,barked,bark,were barking
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,I ______ about you when you texted me.,was thinking,thought,am thinking,think,was thinking
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,While she ______, she dropped her phone.,was running,ran,is running,runs,was running
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,We ______ a movie when the power went out.,were watching,watched,watch,are watching,were watching
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,He ______ very fast when the police stopped him.,was driving,drove,drives,is driving,was driving
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,What was she doing while you ______?,were working,was working,worked,work,were working
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,I ______ my room at this time yesterday.,was cleaning,cleaned,clean,am cleaning,was cleaning
Past Continuous,Thì Quá khứ tiếp diễn (Past Continuous),Dùng để diễn tả hành động đang diễn ra tại một thời điểm xác định trong quá khứ hoặc một hành động đang xảy ra thì có hành động khác xen vào.,S + was/were + V-ing + ...,at 8 PM yesterday; at that time; while; when,Điền từ,The wind ______ fiercely when the storm hit.,was blowing,blew,is blowing,blows,was blowing
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,When I arrived they ______ already left.,had,have,did,do,had
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,She ______ her homework before she went to bed.,had finished,finished,has finished,finish,had finished
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,By the time the police arrived the thief ______.,had escaped,escaped,escapes,has escaped,had escaped
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,I could not get on the flight because I ______ my passport at home.,had left,left,have left,leave,had left
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,They ______ for ten hours before they reached the camp.,had walked,walked,have walked,walk,had walked
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,She was tired because she ______ hard all day.,had worked,worked,has worked,works,had worked
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,He ______ to Paris before he went there last year.,had never been,never was,has never been,never is,had never been
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,By the time we got to the theater the movie ______.,had started,started,has started,starts,had started
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,I did not recognize him because he ______ his hair.,had cut,cut,has cut,cuts,had cut
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,After they ______ their dinner they went out for a walk.,had eaten,ate,have eaten,eat,had eaten
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,The house was very quiet because everyone ______.,had gone,went,has gone,goes,had gone
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,She ______ the book before she saw the movie.,had read,read,has read,reads,had read
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,He told me he ______ a ghost.,had seen,saw,has seen,sees,had seen
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,I knew the city well because I ______ there several times.,had visited,visited,have visited,visit,had visited
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,By 10 PM last night I ______ all my tasks.,had completed,completed,have completed,complete,had completed
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,The grass was yellow because it ______ all summer.,had not rained,did not rain,has not rained,not rained,had not rained
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,When I got to the station the train ______.,had already left,already left,has already left,already leaves,had already left
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,She felt nervous because she ______ before.,had never flown,never flew,has never flown,never flies,had never flown
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,We ______ the contract before the meeting ended.,had signed,signed,have signed,sign,had signed
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,He asked me if I ______ the news.,had heard,heard,have heard,hear,had heard
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,I bought a new phone because I ______ my old one.,had lost,lost,have lost,lose,had lost
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,By the time I woke up the sun ______.,had risen,rose,has risen,rises,had risen
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,They were shocked when they saw what ______.,had happened,happened,has happened,happens,had happened
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,After he ______ the room he locked the door.,had cleaned,cleaned,has cleaned,cleans,had cleaned
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,She could not buy the dress because she ______ her wallet.,had forgotten,forgot,has forgotten,forgets,had forgotten
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,We were late because we ______ the wrong train.,had taken,took,have taken,take,had taken
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,Before I met her I ______ she was a doctor.,had thought,thought,have thought,think,had thought
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,The room was dirty because nobody ______ it for weeks.,had cleaned,cleaned,has cleaned,cleans,had cleaned
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,He was very angry because he ______ for hours.,had waited,waited,has waited,waits,had waited
Past Perfect,Thì Quá khứ hoàn thành (Past Perfect),Dùng để diễn tả một hành động xảy ra và hoàn thành trước một hành động khác hoặc một thời điểm khác trong quá khứ.,S + had + V3/ed + ...,before; after; by the time; when; by + thời gian trong quá khứ,Điền từ,By the time the firemen arrived the fire ______ the building.,had destroyed,destroyed,has destroyed,destroys,had destroyed
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,They ______ for over an hour before the bus arrived.,had been waiting,had waited,were waiting,wait,had been waiting
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,She was out of breath because she ______.,had been running,had run,was running,runs,had been running
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,How long ______ before it started to rain?,had you been playing,have you been playing,were you playing,did you play,had you been playing
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,He ______ English for three years before he moved to London.,had been studying,had studied,was studying,studies,had been studying
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,I ______ to open the jar for 10 minutes before my dad helped me.,had been trying,had tried,was trying,try,had been trying
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,We ______ along the road when we saw the accident.,had been driving,had driven,were driving,drive,had been driving
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,The kids ______ in the garden for two hours before their mother called them.,had been playing,had played,were playing,play,had been playing
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,It ______ heavily for hours before the streets flooded.,had been raining,had rained,was raining,rains,had been raining
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,She ______ about the problem all day before she found the answer.,had been thinking,had thought,was thinking,thinks,had been thinking
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,They ______ the issue for a long time when they finally reached an agreement.,had been discussing,had discussed,were discussing,discuss,had been discussing
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,He was covered in paint because he ______ the living room.,had been painting,had painted,was painting,paints,had been painting
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,I ______ for my keys for half an hour before I found them in my pocket.,had been looking,had looked,was looking,look,had been looking
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,The dog ______ loudly for hours before the neighbors complained.,had been barking,had barked,was barking,barks,had been barking
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,My eyes were aching because I ______ on the computer since morning.,had been working,had worked,was working,work,had been working
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,She ______ on the phone for 40 minutes when the battery died.,had been talking,had talked,was talking,talks,had been talking
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,We ______ to the radio for a while when the news was announced.,had been listening,had listened,were listening,listen,had been listening
